EXTERNALLINK_PK,EXTERNAL_URL,NAME_FIELD,Result,Details,UpdatedURL
198471,http://vimeo.com/15212133,Hear More,Success,,https://vimeo.com/15212133
209046,http://vimeo.com/18562973,See More,451,,
196415,http://vimeo.com/23482734,Hear More,Success,,https://vimeo.com/23482734
208295,http://vimeo.com/27137998,Hear More,Success,,https://vimeo.com/27137998
208538,http://vimeo.com/30695834,Hear More,Success,,https://vimeo.com/30695834
209674,http://vimeo.com/36501044,Hear More,Success,,https://vimeo.com/36501044
226598,http://vimeo.com/44607984,See More,Success,,https://vimeo.com/44607984
208301,http://vimeo.com/46243880,Hear More,Success,,https://vimeo.com/46243880
223871,http://vimeo.com/46595734,Instructional Video,Success,,https://vimeo.com/46595734
227808,http://vimeo.com/46595734,Hear More,Success,,https://vimeo.com/46595734
229859,http://vimeo.com/47059488,See More,Success,,https://vimeo.com/47059488
216378,http://vimeo.com/70338302,Hear More,Success,,https://vimeo.com/70338302
234733,http://vimeo.com/70338302,See More,Success,,https://vimeo.com/70338302
196439,http://vimeo.com/7340280,Hear More,Success,,https://vimeo.com/7340280
234182,http://virtualnerd.com/common-core/grade-6/6_EE-expression-equations/B/6/variables-definition,Hear More,Success,,https://virtualnerd.com/common-core/grade-6/6_EE-expression-equations/B/6/variables-definition
233880,http://virtualnerd.com/geometry/circles/angle-measures-segment-lengths/measure-arc-given-intersecting-chords,Instructional Video,Success,,https://virtualnerd.com/geometry/circles/angle-measures-segment-lengths/measure-arc-given-intersecting-chords
232089,http://virtualnerd.com/geometry/length-area/regular-polygons-composite-figures-area/composite-figure-area,Hear More,Success,,https://virtualnerd.com/geometry/length-area/regular-polygons-composite-figures-area/composite-figure-area
232090,http://virtualnerd.com/geometry/surface-area-volume-solid/prisms-cylinders-area/formula-cylinder-surface-area,Hear More,Success,,https://virtualnerd.com/geometry/surface-area-volume-solid/prisms-cylinders-area/formula-cylinder-surface-area
231996,http://virtualnerd.com/middle-math/multiplying-dividing-fractions/multiply/multiply-fractions-definition,See More,Success,,https://virtualnerd.com/middle-math/multiplying-dividing-fractions/multiply/multiply-fractions-definition
234178,http://virtualnerd.com/middle-math/number-algebraic-sense/problem-solving-plan/make-table-pattern-example,See More,Success,,https://virtualnerd.com/middle-math/number-algebraic-sense/problem-solving-plan/make-table-pattern-example
234181,http://virtualnerd.com/middle-math/number-algebraic-sense/problem-solving-plan/make-table-pattern-example,See More,Success,,https://virtualnerd.com/middle-math/number-algebraic-sense/problem-solving-plan/make-table-pattern-example
232051,http://virtualnerd.com/pre-algebra/algebra-tools/number-properties/,Hear More,Success,,https://virtualnerd.com/pre-algebra/algebra-tools/number-properties/
231990,http://virtualnerd.com/pre-algebra/factors-fractions-exponents/prime-factorization-greatest-common-factor/prime-factorization/prime-factorization-by-tree,Hear More,Success,,https://virtualnerd.com/pre-algebra/factors-fractions-exponents/prime-factorization-greatest-common-factor/prime-factorization/prime-factorization-by-tree
233873,http://virtualnerd.com/pre-algebra/geometry/transformations-symmetry/define-transformations/tessellation-definition,Instructional Video,Success,,https://virtualnerd.com/pre-algebra/geometry/transformations-symmetry/define-transformations/tessellation-definition
232025,http://virtualnerd.com/pre-algebra/inequalities-multi-step-equations/inequalities-multiple-steps/solve-multiple-step-inequalities/inequality-two-step-solution-and-graph,Hear More,Success,,https://virtualnerd.com/pre-algebra/inequalities-multi-step-equations/inequalities-multiple-steps/solve-multiple-step-inequalities/inequality-two-step-solution-and-graph
234183,http://virtualnerd.com/pre-algebra/one-two-step-equations/variables/working-equations/definition-equation,See More,Success,,https://virtualnerd.com/pre-algebra/one-two-step-equations/variables/working-equations/definition-equation
231987,http://virtualnerd.com/pre-algebra/rational-numbers/definitions-basics/compare/order-fractions-decimals,See More,Success,,https://virtualnerd.com/pre-algebra/rational-numbers/definitions-basics/compare/order-fractions-decimals
231999,http://virtualnerd.com/pre-algebra/rational-numbers/fraction-division-multiplication/divide-fractions/multiplicative-inverses-definition,Do More,Success,,https://virtualnerd.com/pre-algebra/rational-numbers/fraction-division-multiplication/divide-fractions/multiplicative-inverses-definition
234193,http://virtualnerd.com/pre-algebra/rational-numbers/fraction-division-multiplication/divide-fractions/multiplicative-inverses-definition,Hear More,Success,,https://virtualnerd.com/pre-algebra/rational-numbers/fraction-division-multiplication/divide-fractions/multiplicative-inverses-definition
232015,http://virtualnerd.com/pre-algebra/ratios-proportions/proportionality/solving-proportions/proportion-cross-multiply-example,Hear More,Success,,https://virtualnerd.com/pre-algebra/ratios-proportions/proportionality/solving-proportions/proportion-cross-multiply-example
232007,http://virtualnerd.com/pre-algebra/ratios-proportions/rates-unit-rates/rate-unit-rate-examples/miles-kilometers-convert-example,Do More,Success,,https://virtualnerd.com/pre-algebra/ratios-proportions/rates-unit-rates/rate-unit-rate-examples/miles-kilometers-convert-example
226087,http://water.usgs.gov/edu/watercycle-kids-adv.html,Do More,Success,,https://water.usgs.gov/edu/watercycle-kids-adv.html
227568,http://web.mnstate.edu/peil/M110/Worksheet/PolyaProblemSolve.pdf,See More,Failed - https,Failed with https; Successful as http,
228292,http://web.monroecc.edu/manila/webfiles/jwilkie/narrowingyourtopic.pdf,Do More,Redirected,URL should be updated to match Redirected URL,https://www.monroecc.edu/
170178,http://web2.uvcs.uvic.ca/courses/elc/studyzone/200/grammar/prepo1.htm,Do More,Success,,https://web2.uvcs.uvic.ca/courses/elc/studyzone/200/grammar/prepo1.htm
170263,http://web2.uvcs.uvic.ca/elc/studyzone/330/reading/smell2.htm,Do More,Redirected,URL should be updated to match Redirected URL,https://web2.uvcs.uvic.ca/courses/elc/studyzone/330/reading/smell2.htm
232154,http://webapps.esri.com.s3.amazonaws.com/mwl-maps/us_natural_industrial_resources.html,Do More,Failed - https,Failed with https; Successful as http,
174039,http://weimar.facinghistory.org/content/weimar-republic-timeline,Do More,Redirected,URL should be updated to match Redirected URL,https://www.facinghistory.org/weimar-republic-fragility-democracy
232176,http://whitneyplantation.com/interactive-map.html,Do More,Redirected,URL should be updated to match Redirected URL,https://www.whitneyplantation.org/contact/
219198,http://wiki.answers.com/Q/How_does_body_type_affect_performance_in_sport#slide4,Do More,Redirected,URL should be updated to match Redirected URL,https://www.answers.com/Q/How_does_body_type_affect_performance_in_sport
224330,http://worksheets.tutorvista.com/misleading-graph-worksheet.html,Do More,Failed,Failed to establish a connection,
164939,http://wqed.pbslearningmedia.org/resource/lsps07.sci.phys.energy.lightcolor/light-and-color/,See More,Success,,https://wqed.pbslearningmedia.org/resource/lsps07.sci.phys.energy.lightcolor/light-and-color/
84526,http://wqed.pbslearningmedia.org/resource/lsps07.sci.phys.energy.lightreflect/light-and-the-law-of-reflection/,Instructional Video,Success,,https://wqed.pbslearningmedia.org/resource/lsps07.sci.phys.energy.lightreflect/light-and-the-law-of-reflection/
161913,http://wqed.pbslearningmedia.org/resource/rttt12.soc.ush.col.boston1723/explore-colonial-boston/,Do More,Success,,https://wqed.pbslearningmedia.org/resource/rttt12.soc.ush.col.boston1723/explore-colonial-boston/
225217,http://writeahaiku.com/#the%20kite%20flies%20over%20%2F%20the%20land%20of%20beautiful%20green%20%2F%20and%20i%20smile%20broadly,Do More,Failed - https,Failed with https; Successful as http,
227038,http://writeahaiku.com/#the%20kite%20flies%20over%20%2F%20the%20land%20of%20beautiful%20green%20%2F%20and%20i%20smile%20broadly,Do More,Failed - https,Failed with https; Successful as http,
231796,http://writeahaiku.com/#the%20kite%20flies%20over%20%2F%20the%20land%20of%20beautiful%20green%20%2F%20and%20i%20smile%20broadly,Do More,Failed - https,Failed with https; Successful as http,
226099,http://ww2.kqed.org/quest/2014/02/13/nonrenewable-and-renewable-energy-resources-2/,See More,Redirected,URL should be updated to match Redirected URL,https://www.kqed.org/quest/64341/nonrenewable-and-renewable-energy-resources-2
228349,http://www-tc.pbs.org/now/classroom/acrobat/lesson07.pdf,Do More,Success,,https://www-tc.pbs.org/now/classroom/acrobat/lesson07.pdf
86319,http://www.123teachme.com/spanish_word_for/size,Instructional Video,Success,,https://www.123teachme.com/spanish_word_for/size
209061,http://www.270towin.com/,Do More,Success,,https://www.270towin.com/
229109,http://www.2worldwar2.com/blitzkrieg.htm,Do More,Success,,https://www.2worldwar2.com/blitzkrieg.htm
232132,http://www.3dgeography.co.uk/river-facts,Do More,Success,,https://www.3dgeography.co.uk/river-facts
165365,http://www.50states.com/statehood.htm,Do More,Success,,https://www.50states.com/statehood.htm
160443,http://www.5min.com/Video/The-History-of-The-United-Nations-516978285,Instructional Video,Failed,Failed to establish a connection,
226094,http://www.7continents5oceans.com/,See More,Success,,https://www.7continents5oceans.com/
207784,http://www.8notes.com/school/theory/measures_and_time_signature.asp,Do More,Success,,https://www.8notes.com/school/theory/measures_and_time_signature.asp
227608,http://www.aaamath.com/equ725x2.htm,Do More,Success,,https://www.aaamath.com/equ725x2.htm
161200,http://www.aaamath.com/g723-evaluate-1variable.html,Do More,Success,,https://www.aaamath.com/g723-evaluate-1variable.html
163148,http://www.aaamath.com/g76-absolute-value.html,Do More,Success,,https://www.aaamath.com/g76-absolute-value.html
166100,http://www.aaamath.com/geo612x4.htm,Do More,Success,,https://www.aaamath.com/geo612x4.htm
165959,http://www.aaastudy.com/pro34cx2.htm,Do More,Success,,https://www.aaastudy.com/pro34cx2.htm
229141,http://www.aarp.org/politics-society/history/info-06-2011/civil-war-changed-american-life.html,Do More,Success,,https://www.aarp.org/politics-society/history/info-06-2011/civil-war-changed-american-life.html
214801,http://www.abcya.com/comparing_number_values.htm,Do More,Redirected,URL should be updated to match Redirected URL,https://www.abcya.com/games/comparing_number_values
197718,http://www.abcya.com/latitude_and_longitude_practice.htm,Do More,Redirected,URL should be updated to match Redirected URL,https://www.abcya.com/games/latitude_and_longitude_practice
225615,http://www.abcya.com/parts_of_speech.htm,Do More,Redirected,URL should be updated to match Redirected URL,https://www.abcya.com/games/parts_of_speech
227337,http://www.aboriginal-art-australia.com/aboriginal-art-library/aboriginal-art-styles/,See More,Success,,https://www.aboriginal-art-australia.com/aboriginal-art-library/aboriginal-art-styles/
227338,http://www.aboriginal-art-australia.com/aboriginal-art-tube-online/,Hear More,Success,,https://www.aboriginal-art-australia.com/aboriginal-art-tube-online/
227416,http://www.acefitness.org/acefit/healthy-living-article/59/5058/youth-fitness-overload-principle/,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.acefitness.org/education-and-resources/lifestyle/blog/5058/youth-fitness-overload-principle/
202635,http://www.africanworldheritagesites.org/cultural-places/trans-sahara-trading-routes.html,Do More,Success,,https://www.africanworldheritagesites.org/cultural-places/trans-sahara-trading-routes.html
83491,http://www.agr.gc.ca/eng/about-us/publications/discover-agriculture/videos-agricultural-products-and-progress/agriculture-then-and-now-managing-pests-video/?id=1490790036279,Instructional Video,Redirected,URL should be updated to match Redirected URL,https://www.agr.gc.ca/eng/news-from-agriculture-and-agri-food-canada/scientific-achievements-in-agriculture/agriculture-then-and-now-managing-pests-video/?id=1490790036279
216342,http://www.airnow.gov/,Do More,Success,,https://www.airnow.gov/
227309,http://www.airpano.ru/files/China-Great-Wall/2-2,See More,Redirected,URL should be updated to match Redirected URL,http://www.airpano.com/360photo/China-Great-Wall/
227329,http://www.airpano.ru/files/Easter-Island/2-2,Do More,Redirected,URL should be updated to match Redirected URL,http://www.airpano.com/360photo/Easter-Island/
227335,http://www.airpano.ru/files/Sydney-Australia/2-2,See More,Redirected,URL should be updated to match Redirected URL,http://www.airpano.com/360photo/Sydney-Australia/
227341,http://www.airpano.ru/files/Sydney-Australia/2-2,See More,Redirected,URL should be updated to match Redirected URL,http://www.airpano.com/360photo/Sydney-Australia/
202504,http://www.algebra-class.com/algebraic-expressions.html,Do More,Success,,https://www.algebra-class.com/algebraic-expressions.html
208605,http://www.algebralab.org/Word/Word.aspx?file=Algebra_Averages.xml,Do More,Redirected,URL should be updated to match Redirected URL,http://www.algebralab.org/lessons/WORD.html
169942,http://www.algebralab.org/lessons/lesson.aspx?file=Algebra_OneVariableSolvingInequalities.xml,Do More,Failed - https,Failed with https; Successful as http,
227889,http://www.algebralab.org/lessons/lesson.aspx?file=geometry_areaperimeterregularpolygons.xml,See More,Failed - https,Failed with https; Successful as http,
227976,http://www.algebralab.org/practice/practice.aspx?file=Algebra1_6-3.xml,Do More,Failed - https,Failed with https; Successful as http,
166239,http://www.algebralab.org/practice/practice.aspx?file=Word_WPSurfaceArea.xml,Do More,Failed - https,Failed with https; Successful as http,
208534,http://www.algebralab.org/practice/practice.aspx?file=Word_WPSurfaceArea.xml,Do More,Failed - https,Failed with https; Successful as http,
229024,http://www.algebralab.org/practice/practice.aspx?file=Word_WPSurfaceArea.xml,Do More,Failed - https,Failed with https; Successful as http,
226268,http://www.allaboutmusictheory.com/musical-staff/ledger-lines/,Do More,Success,,https://www.allaboutmusictheory.com/musical-staff/ledger-lines/
227738,http://www.allmusic.com/artist/fran%C3%A7ois-couperin-mn0000763575/biography,See More,Success,,https://www.allmusic.com/artist/fran%C3%A7ois-couperin-mn0000763575/biography
161895,http://www.allthetests.com/quiz26/quiz/1267563826/Are-you-a-patriot-or-a-loyalist,Do More,Success,,https://www.allthetests.com/quiz26/quiz/1267563826/Are-you-a-patriot-or-a-loyalist
229155,http://www.american-historama.org/1913-1928-ww1-prohibition-era/isolationism-1920s.htm,Do More,Failed - https,Failed with https; Successful as http,
229095,http://www.american-historama.org/1913-1928-ww1-prohibition-era/sinking-of-lusitania.htm,Do More,Failed - https,Failed with https; Successful as http,
229067,http://www.american-historama.org/1929-1945-depression-ww2-era/public-works-administration.htm,Do More,Failed - https,Failed with https; Successful as http,
228765,http://www.amnh.org/exhibitions/permanent-exhibitions/human-origins-and-cultural-halls/hall-of-south-american-peoples,See More,Redirected,URL should be updated to match Redirected URL,https://www.amnh.org/exhibitions/permanent/south-american-peoples
168864,http://www.amnh.org/ology/features/stufftodo_paleo/findfossils.php?TB_iframe=true&height=500&width=600,Do More,Failed,Failed to establish a connection,
217845,http://www.anatomyarcade.com/games/jigsaws/MuscularJigsaw/muscularJigsaw.html,Do More,Failed - https,Failed with https; Successful as http,
227261,http://www.ancient-china.net/,Do More,Redirected,URL should be updated to match Redirected URL,https://www.squadhelp.com/name/ancient-china.net
164816,http://www.ancient-rome.com/rsc_f.htm,Do More,Failed - https,Failed with https; Successful as http,
161382,http://www.ancientchina.co.uk/menu.html,Do More,Failed - https,Failed with https; Successful as http,
206618,http://www.ancientegypt.co.uk/time/explore/main.html,Do More,Failed - https,Failed with https; Successful as http,
197772,http://www.ancientgreece.co.uk/dailylife/explore/exp_set.html,Do More,Failed - https,Failed with https; Successful as http,
226106,http://www.ancientgreece.co.uk/staff/resources/background/bg10/home.html,See More,Failed - https,Failed with https; Successful as http,
227271,http://www.ancientgreece.com/s/Main_Page/,Do More,Failed - https,Failed with https; Successful as http,
202594,http://www.ancienthistorylists.com/rome-history/top-10-magnificent-ancient-roman-architectures/,Do More,Success,,https://www.ancienthistorylists.com/rome-history/top-10-magnificent-ancient-roman-architectures/
227269,http://www.ancientscripts.com/ma_ws.html,Do More,Redirected,URL should be updated to match Redirected URL,http://verifymywhois.com/aplus_v1.html
206183,http://www.ancientscripts.com/maya.html,Do More,Redirected,URL should be updated to match Redirected URL,http://verifymywhois.com/aplus_v1.html
207088,http://www.angelfire.com/hi5/interactive_learning/yr7greecefiles/Greek_Architecture2.htm,See More,Failed - https,Failed with https; Successful as http,
228638,http://www.angelfire.com/md/byme/guesswho/hotshot.html,Do More,Failed - https,Failed with https; Successful as http,
226735,http://www.animatedtalltales.com/,Hear More,Failed - https,Failed with https; Successful as http,
231725,http://www.annarbor.com/entertainment/parenting/make-your-own-wayang-kulit-indonesian-shadow-puppets/,Do More,Failed - https,Failed with https; Successful as http,
226226,http://www.architecturaldigest.com/gallery/best-of-frank-gehry-slideshow#4,Do More,Success,,https://www.architecturaldigest.com/gallery/best-of-frank-gehry-slideshow#4
227170,http://www.archives.gov/exhibits/charters/bill_of_rights_zoom_1.html,Do More,Redirected,URL should be updated to match Redirected URL,https://www.archives.gov/founding-docs
87126,http://www.ardmediathek.de/tv/Abendschau-Gesichter-Geschichten-B/Erster-Schultag-13-09-2016/Bayerisches-Fernsehen/Video-Podcast?bcastId=5924750&documentId=37706956,Instructional Video,410,"('Gone', 'URI no longer exists and has been permanently removed.')",
87127,http://www.ardmediathek.de/tv/Abendschau-Gesichter-Geschichten-B/Erster-Schultag-13-09-2016/Bayerisches-Fernsehen/Video-Podcast?bcastId=5924750&documentId=37706956,Instructional Video,410,"('Gone', 'URI no longer exists and has been permanently removed.')",
224118,http://www.aresearchguide.com/1steps.html,Need 2 Know,Success,,https://www.aresearchguide.com/1steps.html
224165,http://www.aresearchguide.com/1steps.html,Need 2 Know,Success,,https://www.aresearchguide.com/1steps.html
225390,http://www.aresearchguide.com/1steps.html,See More,Success,,https://www.aresearchguide.com/1steps.html
231075,http://www.aresearchguide.com/1steps.html,Need 2 Know,Success,,https://www.aresearchguide.com/1steps.html
231116,http://www.aresearchguide.com/1steps.html,Need 2 Know,Success,,https://www.aresearchguide.com/1steps.html
84329,http://www.ars-nova.com/et/C01.html,Instructional Video,Success,,https://www.ars-nova.com/et/C01.html
84651,http://www.ars-nova.com/et/C02.html,Instructional Video,Success,,https://www.ars-nova.com/et/C02.html
86600,http://www.ars-nova.com/et/C04.html,Instructional Video,Success,,https://www.ars-nova.com/et/C04.html
135846,http://www.arthritis-health.com/video/hip-anatomy-video,Instructional Video,Success,,https://www.arthritis-health.com/video/hip-anatomy-video
206170,http://www.artic.edu/aic/collections/exhibitions/AncientIndian/index,Do More,404,"('Not Found', 'Nothing matches the given URI')",
207221,http://www.artinthepicture.com/artists/Umberto_Boccioni/,See More,Redirected,URL should be updated to match Redirected URL,https://www.artinthepicture.com/
226209,http://www.artinthepicture.com/styles/Rococo/,See More,Redirected,URL should be updated to match Redirected URL,https://www.artinthepicture.com/
207685,http://www.artsalive.ca/en/mus/activitiesgames/games/compose_music.swf,Do More,Redirected,URL should be updated to match Redirected URL,http://artsalive.ca/en/mus/activitiesgames/games/compose_music.swf
172816,http://www.artsmia.org/art-of-asia/ceramics/early-chinese-ceramics-han.cfm,Do More,Failed,Failed to establish a connection,
207228,http://www.artyfactory.com/art_appreciation/art-history-slideshows/modern_art_slideshows/suprematism_constructivism_de-stijl_slideshow.html,Do More,Success,,https://www.artyfactory.com/art_appreciation/art-history-slideshows/modern_art_slideshows/suprematism_constructivism_de-stijl_slideshow.html
207269,http://www.artyfactory.com/art_appreciation/art_movements/pop_art.htm,See More,Success,,https://www.artyfactory.com/art_appreciation/art_movements/pop_art.htm
227319,http://www.atlasobscura.com/places/nan-madol,See More,Success,,https://www.atlasobscura.com/places/nan-madol
161657,http://www.augustine.com/history/timeline.php,RT,Redirected,URL should be updated to match Redirected URL,https://www.visitstaugustine.com/history/timeline.php
161659,http://www.augustine.com/history/timeline.php,ER,Redirected,URL should be updated to match Redirected URL,https://www.visitstaugustine.com/history/timeline.php
161664,http://www.augustine.com/history/timeline.php,Do More,Redirected,URL should be updated to match Redirected URL,https://www.visitstaugustine.com/history/timeline.php
161669,http://www.augustine.com/history/walkingtours.php,ER,Redirected,URL should be updated to match Redirected URL,https://www.visitstaugustine.com/history/walkingtours.php
136035,http://www.authorstream.com/Presentation/worm-32786-16851-as-Entertainment-ppt-powerpoint/,Instructional Video,Success,,https://www.authorstream.com/Presentation/worm-32786-16851-as-Entertainment-ppt-powerpoint/
85744,http://www.azocleantech.com/video-details.aspx?VidID=74,Instructional Video,Success,,https://www.azocleantech.com/video-details.aspx?VidID=74
229445,http://www.aztec-history.com/aztec-warriors.html,Do More,Failed - https,Failed with https; Successful as http,
86641,http://www.babycenter.com/0_the-13-rules-of-safe-pregnancy-exercise_622.bc,Instructional Video,Success,,https://www.babycenter.com/0_the-13-rules-of-safe-pregnancy-exercise_622.bc
227441,http://www.baroquemusic.org/,See More,Success,,https://www.baroquemusic.org/
227602,http://www.basic-mathematics.com/examples-of-inductive-reasoning.html,Do More,Success,,https://www.basic-mathematics.com/examples-of-inductive-reasoning.html
163083,http://www.basic-mathematics.com/greatest-common-factor-game.html,Do More,Success,,https://www.basic-mathematics.com/greatest-common-factor-game.html
226891,http://www.basic-mathematics.com/perimeter-of-a-triangle.html,See More,Success,,https://www.basic-mathematics.com/perimeter-of-a-triangle.html
229111,http://www.battleofbritain1940.com/#/,Do More,Redirected,URL should be updated to match Redirected URL,https://battleofbritain1940.com/
170164,http://www.bbc.co.uk/bitesize/ks1/literacy/joining_words/play/,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/topics/zwwp8mn/articles/z9wvqhv
167503,http://www.bbc.co.uk/bitesize/ks1/maths/organising_data/play/,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/topics/zg6tyrd/articles/zgg9pbk
225337,http://www.bbc.co.uk/education/guides/z9q2mp3/revision,See More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/guides/z9q2mp3/revision/1
225333,http://www.bbc.co.uk/education/guides/zpvbgk7/revision,See More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/guides/zpvbgk7/revision/1
227830,http://www.bbc.co.uk/education/guides/zsw7mp3/revision/5,Need 2 Know,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/guides/zsw7mp3/revision/5
228882,http://www.bbc.co.uk/history/british/civil_war_revolution/,Do More,Success,,https://www.bbc.co.uk/history/british/civil_war_revolution/
169554,http://www.bbc.co.uk/history/british/civil_war_revolution/glorious_revolution_01.shtml,Do More,Success,,https://www.bbc.co.uk/history/british/civil_war_revolution/glorious_revolution_01.shtml
87577,http://www.bbc.co.uk/languages/french/talk/greetings/,Instructional Video,Redirected,URL should be updated to match Redirected URL,http://www.bbc.co.uk/languages/french/talk/greetings/
87523,http://www.bbc.co.uk/languages/french/talk/shopping/,Instructional Video,Redirected,URL should be updated to match Redirected URL,http://www.bbc.co.uk/languages/french/talk/shopping/
206138,http://www.bbc.co.uk/news/world-latin-america-14242834,Hear More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/news/av/world-latin-america-14242834/works-of-the-olmec-civilisation-exhibited-in-mexico-city
174006,http://www.bbc.co.uk/schools/gcsebitesize/history/mwh/ir1/thetreatyrev1.shtml,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/subjects/zj26n39
203659,http://www.bbc.co.uk/schools/gcsebitesize/ict/implications/0moralandsocialissues/quiz/q30810347/,Do More,404,"('Not Found', 'Nothing matches the given URI')",
229227,http://www.bbc.co.uk/schools/gcsebitesize/maths/statistics/representingdata2rev5.shtml,See More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/guides/zqymng8/revision/5
229221,http://www.bbc.co.uk/schools/gcsebitesize/maths/statistics/samplinghirev3.shtml,See More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/guides/zy9frwx/revision/3
232350,http://www.bbc.co.uk/schools/gcsebitesize/science/aqa_pre_2011/energy/heatrev1.shtml,Instructional Video,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/guides/z2gjtv4/revision/1
87608,http://www.bbc.co.uk/schools/primaryfrench/how_old/cartoon_flash.shtml,Instructional Video,410,"('Gone', 'URI no longer exists and has been permanently removed.')",
164756,http://www.bbc.co.uk/schools/primaryhistory/ancient_greeks/,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/topics/z87tn39
202573,http://www.bbc.co.uk/schools/primaryhistory/ancient_greeks/arts_and_theatre/,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/topics/z87tn39/articles/zgpdjxs
202561,http://www.bbc.co.uk/schools/primaryhistory/ancient_greeks/athens/,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/topics/z87tn39/articles/zxytpv4
202555,http://www.bbc.co.uk/schools/primaryhistory/ancient_greeks/greek_world/,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/topics/z87tn39/articles/zxytpv4
214256,http://www.bbc.co.uk/schools/primaryhistory/indus_valley/art_and_writing/,See More,410,"('Gone', 'URI no longer exists and has been permanently removed.')",
227797,http://www.bbc.co.uk/schools/primaryhistory/indus_valley/art_and_writing/,See More,410,"('Gone', 'URI no longer exists and has been permanently removed.')",
227286,http://www.bbc.co.uk/schools/primaryhistory/indus_valley/games_and_toys/,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/topics/zxn3r82/articles/zghy34j
234171,http://www.bbc.co.uk/schools/primaryhistory/indus_valley/games_and_toys/,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/topics/zxn3r82/articles/zghy34j
197806,http://www.bbc.co.uk/schools/primaryhistory/indus_valley/land_of_the_indus/,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/topics/zxn3r82/articles/z9mpsbk
202600,http://www.bbc.co.uk/schools/primaryhistory/romans/the_roman_army/,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/bitesize/topics/zwmpfg8/articles/zqbnfg8
87617,http://www.bbc.co.uk/schools/primarylanguages/french/my_calendar/months/,Instructional Video,404,"('Not Found', 'Nothing matches the given URI')",
87597,http://www.bbc.co.uk/schools/primarylanguages/french/numbers/numbers_1_10/,Instructional Video,404,"('Not Found', 'Nothing matches the given URI')",
87676,http://www.bbc.co.uk/schools/primarylanguages/french/school_day/times/,Instructional Video,404,"('Not Found', 'Nothing matches the given URI')",
229092,http://www.bbc.co.uk/schools/worldwarone/hq/causes1_01.shtml,Do More,410,"('Gone', 'URI no longer exists and has been permanently removed.')",
228008,http://www.bbc.co.uk/skillswise/game/en03text-game-types-of-text,Do More,404,"('Not Found', 'Nothing matches the given URI')",
234186,http://www.bbc.co.uk/skillswise/game/en29punc-game-going-to-work-with-commas ,Do More,404,"('Not Found', 'Nothing matches the given URI')",
228068,http://www.bbc.co.uk/skillswise/game/en31vari-game-double-negatives,Do More,404,"('Not Found', 'Nothing matches the given URI')",
228065,http://www.bbc.co.uk/skillswise/game/en32tens-game-logging-tenses,Do More,404,"('Not Found', 'Nothing matches the given URI')",
231779,http://www.bbc.co.uk/skillswise/quiz/en18root-e1and2-quiz,Do More,404,"('Not Found', 'Nothing matches the given URI')",
226377,http://www.bbc.co.uk/skillswise/worksheet/ma18comp-l1-w-compare-fractions-and-percentages,Do More,404,"('Not Found', 'Nothing matches the given URI')",
197763,http://www.bbc.co.uk/sn/prehistoric_life/human/species/,Do More,Redirected,URL should be updated to match Redirected URL,http://www.bbc.co.uk/sn/prehistoric_life/human/species/
208791,http://www.bbc.co.uk/timelines/zqbhn39,Do More,Redirected,URL should be updated to match Redirected URL,https://www.bbc.co.uk/teach/world-war-one-the-global-conflict-that-defined-a-century/zdk9y9q
231139,http://www.bbc.com/news/av/entertainment-arts-28231055/rare-recording-of-virginia-woolf,Instructional Video,Success,,https://www.bbc.com/news/av/entertainment-arts-28231055/rare-recording-of-virginia-woolf
172277,http://www.beaconlearningcenter.com/WebLessons/DidIRead/info10.htm,Do More,Failed - https,Failed with https; Successful as http,
172580,http://www.beaconlearningcenter.com/WebLessons/ParaphraseCraze/default.htm#page4A,Do More,Failed - https,Failed with https; Successful as http,
228471,http://www.beaconlearningcenter.com/WebLessons/SequenceOfEvents/default.htm,Do More,Failed - https,Failed with https; Successful as http,
225331,http://www.beaconlearningcenter.com/WebLessons/Setting/default.htm,Do More,Failed - https,Failed with https; Successful as http,
