UNIQUE_DOMAINS,Result,Details,UpdatedURL
https://alevelbiology.co.uk,Redirected,URL should be updated to match Redirected URL,https://alevelbiology.co.uk/
https://alexandriava.gov,Redirected,URL should be updated to match Redirected URL,https://www.alexandriava.gov/
https://aliscot.com,Redirected,URL should be updated to match Redirected URL,https://aliscot.com/
https://allairevillage.org,Redirected,URL should be updated to match Redirected URL,https://allairevillage.org/
https://allpoetry.com,Redirected,URL should be updated to match Redirected URL,https://allpoetry.com/
https://allpsych.com,Redirected,URL should be updated to match Redirected URL,https://allpsych.com/
https://allthingsliberty.com,Redirected,URL should be updated to match Redirected URL,https://allthingsliberty.com/
https://alt.hobart.k12.in.us,Redirected,URL should be updated to match Redirected URL,https://alt.hobart.k12.in.us/
https://alumni.media.mit.edu,Redirected,URL should be updated to match Redirected URL,https://alumni.media.mit.edu/
https://amazing-space.stsci.edu,Redirected,URL should be updated to match Redirected URL,https://amazing-space.stsci.edu/
https://ambergriscaye.com,Redirected,URL should be updated to match Redirected URL,https://ambergriscaye.com/
https://americancivilwar.com,Redirected,URL should be updated to match Redirected URL,https://americancivilwar.com/
https://americanenglish.state.gov,Redirected,URL should be updated to match Redirected URL,https://americanenglish.state.gov/
https://americanfolklore.net,Redirected,URL should be updated to match Redirected URL,https://americanfolklore.net/
https://americanhistory.si.edu,Redirected,URL should be updated to match Redirected URL,https://americanhistory.si.edu/
https://americanliterature.com,Redirected,URL should be updated to match Redirected URL,https://americanliterature.com/
https://americanpregnancy.org,Redirected,URL should be updated to match Redirected URL,https://americanpregnancy.org/
https://americanradioworks.publicradio.org,Redirected,URL should be updated to match Redirected URL,https://www.apmreports.org/
https://americanrevwar.homestead.com,Redirected,URL should be updated to match Redirected URL,https://americanrevwar.homestead.com/
https://americansforcures.org,Redirected,URL should be updated to match Redirected URL,https://americansforcures.org/
https://amhistory.si.edu,Redirected,URL should be updated to match Redirected URL,https://americanhistory.si.edu/
https://amigosinternational.org,Redirected,URL should be updated to match Redirected URL,https://amigosinternational.org/
https://amphetamines.com,Redirected,URL should be updated to match Redirected URL,https://amphetamines.com/
https://amphibiaweb.org,Redirected,URL should be updated to match Redirected URL,https://amphibiaweb.org/
https://amsi.org.au,Redirected,URL should be updated to match Redirected URL,https://amsi.org.au/
https://analisisliterarioeningles.files.wordpress.com,Redirected,URL should be updated to match Redirected URL,https://analisisliterarioeningles.wordpress.com/
https://ancienthistory.about.com,Redirected,URL should be updated to match Redirected URL,https://www.thoughtco.com/ancient-history-4133336
https://andrewsobel.com,Redirected,URL should be updated to match Redirected URL,https://andrewsobel.com/
https://angelisland.org,Redirected,URL should be updated to match Redirected URL,https://angelisland.org/
https://animal.cheloniophilie.com,Redirected,URL should be updated to match Redirected URL,https://animal.cheloniophilie.com/
https://animals.howstuffworks.com,Redirected,URL should be updated to match Redirected URL,https://animals.howstuffworks.com/
https://animals.mom.me,Redirected,URL should be updated to match Redirected URL,https://animals.mom.me/
https://animals.nationalgeographic.com,Redirected,URL should be updated to match Redirected URL,https://www.nationalgeographic.com/animals/
https://anisalahay.wordpress.com,Redirected,URL should be updated to match Redirected URL,https://anisalahay.wordpress.com/
https://answers.yahoo.com,Redirected,URL should be updated to match Redirected URL,https://answers.yahoo.com/
https://antoine.frostburg.edu,Redirected,URL should be updated to match Redirected URL,https://antoine.frostburg.edu/
https://apod.nasa.gov,Redirected,URL should be updated to match Redirected URL,https://apod.nasa.gov/apod/astropix.html
https://app.discoveryeducation.com,Redirected,URL should be updated to match Redirected URL,https://app.discoveryeducation.com/learn/signin
https://app1.chinadaily.com.cn,Redirected,URL should be updated to match Redirected URL,https://app1.chinadaily.com.cn/
https://apply.jhu.edu,Redirected,URL should be updated to match Redirected URL,https://apply.jhu.edu/
https://apps.carleton.edu,Redirected,URL should be updated to match Redirected URL,https://www.carleton.edu/
https://apps.irs.gov,Redirected,URL should be updated to match Redirected URL,https://apps.irs.gov/static_assets/error/403errorPage.html
https://apps.who.int,Redirected,URL should be updated to match Redirected URL,https://apps.who.int/
https://aprenderespanol.org,Redirected,URL should be updated to match Redirected URL,https://aprenderespanol.org/
https://apus.libanswers.com,Redirected,URL should be updated to match Redirected URL,https://apus.libanswers.com/
https://archaeology.about.com,Redirected,URL should be updated to match Redirected URL,https://www.thoughtco.com/archaeology-4133504
https://archive.epa.gov,Redirected,URL should be updated to match Redirected URL,https://archive.epa.gov/
https://archive.fairvote.org,Redirected,URL should be updated to match Redirected URL,https://archive.fairvote.org/
https://archive.learner.org,Redirected,URL should be updated to match Redirected URL,https://www.learner.org/
https://archive.nytimes.com,Redirected,URL should be updated to match Redirected URL,https://archive.nytimes.com/
https://archive.org,Redirected,URL should be updated to match Redirected URL,https://archive.org/
https://archive.tikiwaka.com,Redirected,URL should be updated to match Redirected URL,https://archive.tikiwaka.com/
https://archiver.rootsweb.ancestry.com,Redirected,URL should be updated to match Redirected URL,https://archiver.rootsweb.com/
https://archives.fbi.gov,Redirected,URL should be updated to match Redirected URL,https://archives.fbi.gov/
https://ard.de,Redirected,URL should be updated to match Redirected URL,https://www.ard.de/
https://ares.jsc.nasa.gov,Redirected,URL should be updated to match Redirected URL,https://ares.jsc.nasa.gov/
https://areyouadigitalcitizen.weebly.com,Redirected,URL should be updated to match Redirected URL,http://areyouadigitalcitizen.weebly.com/
https://argyll.epsb.ca,Redirected,URL should be updated to match Redirected URL,https://argyll.epsb.ca/
https://arjournals.annualreviews.org,Redirected,URL should be updated to match Redirected URL,https://www.annualreviews.org/
https://art-bin.com,Redirected,URL should be updated to match Redirected URL,https://art-bin.com/
https://artandhistory.house.gov,Redirected,URL should be updated to match Redirected URL,https://artandhistory.house.gov/
https://articles.latimes.com,Redirected,URL should be updated to match Redirected URL,https://www.latimes.com/
https://artjumble.blogspot.com,Redirected,URL should be updated to match Redirected URL,https://artjumble.blogspot.com/
https://artsedge.kennedy-center.org,Redirected,URL should be updated to match Redirected URL,https://artsedge.kennedy-center.org/educators.aspx
https://aschmann.net,Redirected,URL should be updated to match Redirected URL,https://aschmann.net/
https://asdc.democrats.org,Redirected,URL should be updated to match Redirected URL,https://democrats.org/who-we-are/state-parties/
https://ase.org,Redirected,URL should be updated to match Redirected URL,https://ase.org/
https://asianhistory.about.com,Redirected,URL should be updated to match Redirected URL,https://www.thoughtco.com/asian-history-4133325
https://asiasociety.org,Redirected,URL should be updated to match Redirected URL,https://asiasociety.org/
https://ask.libreoffice.org,Redirected,URL should be updated to match Redirected URL,https://ask.libreoffice.org/en/questions/
https://askabiologist.asu.edu,Redirected,URL should be updated to match Redirected URL,https://askabiologist.asu.edu/
https://askdrexel.drexel.edu,Redirected,URL should be updated to match Redirected URL,https://askdrexel.drexel.edu/
https://askjan.org,Redirected,URL should be updated to match Redirected URL,https://askjan.org/
https://asq.org,Redirected,URL should be updated to match Redirected URL,https://asq.org/
https://astrobites.org,Redirected,URL should be updated to match Redirected URL,https://astrobites.org/
https://astrophysics.gsfc.nasa.gov,Redirected,URL should be updated to match Redirected URL,https://science.gsfc.nasa.gov/astrophysics/
https://astrosociety.org,Redirected,URL should be updated to match Redirected URL,https://astrosociety.org/
https://atheism.about.com,Redirected,URL should be updated to match Redirected URL,https://www.learnreligions.com/atheism-and-agnosticism-4684819
https://athleticlab.com,Redirected,URL should be updated to match Redirected URL,https://athleticlab.com/
https://atomberg.com,Redirected,URL should be updated to match Redirected URL,https://atomberg.com/
https://atomictimeline.net,Redirected,URL should be updated to match Redirected URL,https://atomictimeline.net/
https://ats.doit.wisc.edu,Redirected,URL should be updated to match Redirected URL,https://ats.doit.wisc.edu/
https://audiopoetry.wordpress.com,Redirected,URL should be updated to match Redirected URL,https://audiopoetry.wordpress.com/
