HTTPS,Result,Details,UpdatedURL
https://americanhistory.si.edu/brown/history/6-legacy/achieving-equality.html,Success,,
https://americanhistory.si.edu/presidency/timeline/pres_era/3_659.html,Success,,
https://americanhistory.si.edu/treasures/american-identity,Success,,
https://americanhistory.si.edu/vote/,Success,,
https://americanindian.si.edu/exhibitions/the_art_of_being_kuna/eng/toc/index.htm,Success,,
https://americanliterature.com/author/f-scott-fitzgerald,Success,,
https://americanliterature.com/author/hh-munro-saki,Success,,
https://americanliterature.com/author/langston-hughes/short-story/thank-you-mam,Success,,
https://americanliterature.com/authors,Success,,
https://americanpregnancy.org/getting-pregnant/genetic-counseling/,Success,,
https://americanpregnancy.org/labor-and-birth/premature-birth-complications/,Success,,
https://americanprofile.com/articles/gn-lewis/,Success,,
https://americanradioworks.publicradio.org/features/americandream/a1.html,Success,,
https://americanradioworks.publicradio.org/features/gmos_india/pro_con.html,Success,,
https://americanradioworks.publicradio.org/features/sayitplain/btwashington.html,Success,,
https://americanrevwar.homestead.com/files/hamilt.htm,Success,,
https://americansforcures.org/whiteboard_video/video-spinal-cord-injury-stem-cell/,Success,,
https://amhistory.si.edu/american-enterprise/global-era/index.html?23,Success,,
https://amhistory.si.edu/celiacruz/,Success,,
https://amhistory.si.edu/starspangledbanner/the-lyrics.aspx,Success,,
https://amigosinternational.org/,Success,,
https://amipost.com/environment/2017-atlantic-hurricane-season-forecast/,Success,,
https://amphetamines.com/president-kennedy.jpg,404,"('Not Found', 'Nothing matches the given URI')",
https://amphibiaweb.org/,Success,,
https://amsi.org.au/ESA_Senior_Years/SeniorTopic3/3i/3i_2content_3.html,Success,,
https://anad.org/education-and-awareness/about-eating-disorders/eating-disorders-statistics/,Success,,
https://analisisliterarioeningles.files.wordpress.com/2013/02/the-fatalist1.pdf,Success,,
https://andrewsobel.com/client-relationship-management/,Success,,
https://andromeda.rutgers.edu/~jlynch/Terms/epic.html,Failed,Failed to establish a connection,
https://angelisland.org/history/,Success,,
https://anglo.edu.uy/,Success,,
https://animal.cheloniophilie.com/,Success,,
https://animaldiversity.org/site/accounts/information/mus_musculus.html,Success,,
https://animaldiversity.org/site/accounts/pictures/chordata.html,Success,,
https://animals.howstuffworks.com/marine-life/jellyfish.htm,Success,,
https://animals.mom.me/clams-referred-filter-feeders-9769.html,Success,,
https://anisalahay.wordpress.com/category/face-reading/,410,"('Gone', 'URI no longer exists and has been permanently removed.')",
https://answers.yahoo.com/question/index?qid=20060813183606AA2yEL8,Success,,
https://answers.yahoo.com/question/index?qid=20080414231511AAd6hd0,Success,,
https://answers.yahoo.com/question/index?qid=20080818113815AAvb1gC,Success,,
https://anthologyoi.com/history/american/the-power-of-the-individual.html,404,"('Not Found', 'Nothing matches the given URI')",
https://anthro.palomar.edu/abnormal/abnormal_5.htm,Failed,Failed to establish a connection,
https://anthro.palomar.edu/biobasis/bio_2.htm,Failed,Failed to establish a connection,
https://anthro.palomar.edu/biobasis/bio_4.htm,Failed,Failed to establish a connection,
https://anthro.palomar.edu/control/con_2.htm,Failed,Failed to establish a connection,
https://anthro.palomar.edu/mendel/mendel_1.htm,Failed,Failed to establish a connection,
https://anthro.palomar.edu/mendel/mendel_2.htm,Failed,Failed to establish a connection,
https://anthro.palomar.edu/practice/evoquiz2.htm,Failed,Failed to establish a connection,
https://anthro.palomar.edu/social/soc_1.htm,Failed,Failed to establish a connection,
https://anthro.palomar.edu/synthetic/synth_8.htm,Failed,Failed to establish a connection,
https://antoine.frostburg.edu/chem/senese/101/atoms/dalton-quiz.shtml,Success,,
https://antoine.frostburg.edu/chem/senese/101/compounds/polyatomic.shtml,Success,,
https://antoine.frostburg.edu/chem/senese/101/matter/separation.shtml,Success,,
https://antoine.frostburg.edu/chem/senese/101/redox/faq/how-iron-rusts.shtml,Success,,
https://antoine.frostburg.edu/chem/senese/101/solutions/faq/temperature-gas-solubility.shtml,Success,,
https://apcentral.collegeboard.org/courses,Success,,
https://apod.nasa.gov/apod/ap011124.html,Success,,
https://app.chinesesavvy.com/services/dictionary/DictionarySearchPO.ot?event=SearchByRadical,Failed,Failed to establish a connection,
https://app.discoveryeducation.com/learn/videos/2f9f0ac1-7e95-47e4-aa01-80664dbdae73/,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=2f9f0ac1-7e95-47e4-aa01-80664dbdae73
https://app.discoveryeducation.com/learn/videos/a26f5e07-97ab-430e-80fb-b05437c5b68a/,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=a26f5e07-97ab-430e-80fb-b05437c5b68a
https://app.nea.gov.sg/cms/htdocs/article.asp?pid=1108,Failed,Failed to establish a connection,
https://app1.chinadaily.com.cn/star/2002/1107/cu18-1.html,502,"('Bad Gateway', 'Invalid responses from another server/proxy.')",
https://application.wiley-vch.de/berlin/journals/phiuz/07-04/Weizsaecker-Interview-Weblayout.pdf,Success,,
https://apply.jhu.edu/application-process/essays-that-worked/,Success,,
https://apps.apple.com/us/app/handyrecorder/id566291779,Success,,
https://apps.carleton.edu/curricular/aiseminars/climate/activities/,Success,,
https://apps.irs.gov/app/understandingTaxes/index.jsp,Success,,
https://aprenderespanol.org/canciones/canciones-video-letra.html,Success,,
https://apstudents.collegeboard.org/,Success,,
https://apus.libanswers.com/faq/2257,Success,,
https://arbl.cvmbs.colostate.edu/hbooks/genetics/biotech/enzymes/nucleases.html,Failed,Failed to establish a connection,
https://arbs.nzcer.org.nz/comprehension-strategies,Success,,
https://archaeology.about.com/od/moviesandcinema/fr/The-Human-Family-Tree.htm,404,"('Not Found', 'Nothing matches the given URI')",
https://archeologie.culture.fr/lascaux/fr,Success,,
https://archive.aft.org/news/2008/standards.htm ,Failed,Failed to establish a connection,
https://archive.archaeology.org/0705/etc/pyramid.html,Success,,
https://archive.archaeology.org/0907/underwater/spain.html,Success,,
https://archive.archaeology.org/9809/newsbriefs/taino.html,Success,,
https://archive.bio.org/articles/clinical-trials-modernization-initiative,Success,,
https://archive.epa.gov/epawaste/nonhaz/municipal/web/html/,Success,,
https://archive.epa.gov/reg3esd1/data/web/html/,Success,,
https://archive.epa.gov/water/archive/web/html/index-18.html,Success,,
https://archive.fairvote.org/?page=1325,Success,,
https://archive.ncsa.uiuc.edu/Cyberia/Bima/doppler.html,Failed,Failed to establish a connection,
https://archive.nwp.org/cs/public/print/resource/3138,Success,,
https://archive.nytimes.com/www.nytimes.com/allbusiness/AB4113314_primary.html,Success,,
https://archive.nytimes.com/www.nytimes.com/books/98/09/27/specials/lindbergh-welcome.html,Success,,
https://archive.nytimes.com/www.nytimes.com/books/99/04/11/reviews/990411.11matloct.html,Success,,
https://archive.nytimes.com/www.nytimes.com/interactive/2009/03/10/us/20090310-immigration-explorer.html?_r=0,Success,,
https://archive.nytimes.com/www.nytimes.com/interactive/2011/01/20/world/middleeast/20110120-archive.html?_r=0,Success,,
https://archive.nytimes.com/www.nytimes.com/interactive/magazine/you-made-it.html?emc=eta1&amp;_r=0,Success,,
https://archive.nytimes.com/www.nytimes.com/learning/aol/onthisday/big/0603.html,Success,,
https://archive.nytimes.com/www.nytimes.com/library/tech/99/11/biztech/articles/05microsoft-history.html,Success,,
https://archive.nytimes.com/www.nytimes.com/packages/html/national/20050612_CLASSANGELA_FEATURE/index_01.html,Success,,
https://archive.org/details/1941-05-20_American_Day,Success,,
https://archive.org/details/ChansonDautomne_693,Success,,
https://archive.org/details/ChrisThielSubclassesinJava,Success,,
