"COUNT","MAX","HTTPS"
20,243314,"https://www.youtube.com/watch?feature=youtu.be&v=p04_wl6-dvw"
19,277705,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=8772dfcf-554e-4f5a-b9e1-b0c70e7db8de&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
19,279127,"https://www.aresearchguide.com/1steps.html"
19,280747,"https://www.freedomforuminstitute.org/first-amendment-center/"
19,303837,"https://www.thesaurus.com/"
19,270781,"https://www.umgc.edu/current-students/learning-resources/writing-center/online-guide-to-writing/tutorial/chapter2/ch2-19.html"
18,277535,"https://articlesbase.com/writing/"
18,283940,"https://au-sas.bbcollab.com/site/external/launch/meeting.jnlp?sid=2011240&amp;password=M.4832A8C1A58084C7E044499B8D1F53"
18,247301,"https://en.wikipedia.org/wiki/Concentration"
18,270194,"https://leo.stcloudstate.edu/grammar/subverag.html"
18,264141,"https://media@media.edisonlearning.com/MS/LessonVids/EL006/OpenInNewWindow.png"
18,273633,"https://nces.ed.gov/nceskids/createagraph/default.aspx"
18,238757,"https://pacolscience.wordpress.com/"
18,279311,"https://thoreau.eserver.org/walden00.html"
18,270631,"https://writingtips.wordpress.com/2008/09/22/prepositional-phrase-adverbial-phrase/"
18,281070,"https://www.aaamath.com/equ725x7.htm"
18,254032,"https://www.cse.cuhk.edu.hk/~cslui/english_writing2.pdf"
18,304029,"https://www.easybib.com/mla8/source"
18,220876,"https://www.provostacademy.com/faq.html#Q22"
18,275480,"https://www.purplemath.com/modules/coinprob.htm"
18,243337,"https://www.youtube.com/watch?feature=youtu.be&v=slq5ldp7i5Y"
18,130461,"https://www2.ed.gov/parents/needs/speced/iepguide/index.html"
17,254009,"https://www.geocities.com/fifth_grade_tpes/persuasive.html"
17,280909,"https://www.mathgoodies.com/lessons/vol6/intro_probability.html"
17,130827,"https://www.provostacademy.com/program.html"
17,271173,"https://www.thoughtco.com/best-research-paper-topic-ideas-169850"
17,243314,"https://www.youtube.com/watch?feature=youtu.be&v=jrkp4e7szso"
16,217971,"https://celt.ucc.ie//published/E850003-002/"
16,259685,"https://en.wikipedia.org/wiki/Greek_and_latin_roots_in_english"
16,278437,"https://public.wsu.edu/~campbelld/engl494/winterdreams.pdf"
16,254836,"https://www.jenreviews.com/fitt-principle/"
16,258979,"https://www.mheducation.com/highered/contact.html"
16,253981,"https://www.nobelprize.org/prizes/peace/1979/teresa/lecture/"
16,280867,"https://www.nyu.edu/pages/mathmol/textbook/scinot.html"
16,220884,"https://www.provostacademy.com/faq.html#Q24"
16,254032,"https://www.rochester.edu/news/styleguide/grammar.html"
16,276356,"https://www.st-andrews.ac.uk/~www_pa/Scots_Guide/info/signals/complex/cmplx.html"
16,249155,"https://www.webelements.com/"
16,289567,"https://www.yoanaj.co.il/uploadImages/UserFiles/352.pdf"
15,277535,"https://art-bin.com/art/omodest.html"
15,279437,"https://arts.uottawa.ca/writingcentre/en/hypergrammar"
15,282287,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=0412a2de-a6a8-49d5-b94b-622266471cc8&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
15,239298,"https://edisonlearning.com/wp-signup.php?new=common"
15,279453,"https://essayinfo.com/essays/narrative-essay/"
15,277170,"https://findarticles.com/?noadc=1"
15,247562,"https://ptable.com/"
15,254147,"https://www.english-the-easy-way.com/"
15,272594,"https://www.mathsisfun.com/quadrilaterals.html"
15,275509,"https://www.purplemath.com/modules/syslneq.htm"
15,282292,"https://www.senate.gov/pagelayout/committees/d_three_sections_with_teasers/committees_home.htm"
14,119690,"https://caola.caiu.org/Instruction-Support.aspx"
14,279240,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=12d3caba-cedb-4ba8-a220-01bc67bf21cb&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
14,277595,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=68ffb2a2-635f-4bd1-9615-f62a78bfeb1c&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
14,91537,"https://en.wikipedia.org/wiki/China"
14,282362,"https://www.aclu.org/"
14,302949,"https://www.bartleby.com/102/84.html"
14,254493,"https://www.classicshorts.com/stories/sniper.html"
14,272084,"https://www.coolmath.com/reference/circles-geometry.html"
14,123412,"https://www.corp.att.com/attconnect-support/"
14,278943,"https://www.gutenberg.org/files/245/245-h/245-h.htm"
14,282292,"https://www.house.gov/committees/"
14,275535,"https://www.mathsisfun.com/straight-line-graph-calculate.html"
14,243317,"https://www.ondemandinstruction.net/wp-content/uploads/2012/09/Example-Research-Paper.pdf"
14,278497,"https://www.online-literature.com/hawthorne/130/"
14,130818,"https://www.provostacademy.com/faq.html"
14,275535,"https://www.purplemath.com/modules/absineq.htm"
14,243314,"https://www.youtube.com/watch?v=-r930rt0mtc&feature=youtu.be"
14,243314,"https://www.youtube.com/watch?v=-r930rt0mtc&feature=youtu.be "
14,243314,"https://www.youtube.com/watch?v=4m69a8nrrgs&feature=youtu.be"
14,243314,"https://www.youtube.com/watch?v=4m69a8nrrgs&feature=youtu.be "
14,243314,"https://www.youtube.com/watch?v=drc7xmeseee&feature=youtu.be"
13,303482,"https://blueplanetbiomes.org/climate.php"
13,277783,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=8d5558f8-7daf-47e4-b59c-e138a59897f4&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
13,278646,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=f1ae57ea-4c7a-4ee8-992d-b6da678bbddf&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
13,271330,"https://owl.purdue.edu/redirect.html"
13,304024,"https://prezi.com/"
13,249288,"https://web.ornl.gov/sci/techresources/Human_Genome/redirect.shtml"
13,302862,"https://www.bartleby.com/102/107.html"
13,279233,"https://www.bartleby.com/113/4027.html"
13,254747,"https://www.bookbrowse.com/excerpts/index.cfm?book_number=392&amp;page_number=1"
13,278927,"https://www.cnn.com"
13,303187,"https://www.dictionary.com/"
13,217685,"https://www.gutenberg.org/files/768/768-h/768-h.htm"
13,275909,"https://www.mathsisfun.com/combinatorics/combinations-permutations.html"
13,278797,"https://www.mpm.edu/wirp/ICW-141.html"
13,130859,"https://www.provostacademy.com/program_acccountability.html"
13,273054,"https://www.purplemath.com/modules/distform.htm"
13,268262,"https://www.purplemath.com/modules/solvquad.htm"
13,275562,"https://www.purplemath.com/modules/systlin1.htm"
13,280993,"https://www.purplemath.com/modules/systlin2.htm"
13,281077,"https://www.thoughtco.com/surface-area-and-volume-2312247"
13,272659,"https://www.usgs.gov/"
13,275634,"https://www.weather.gov/"
12,278060,"https://avalon.law.yale.edu/subject_menus/wwii.asp"
12,279431,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=07b836f8-a20c-47ef-88d3-14071ab53520&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
12,279392,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=83560fe2-7ec4-4500-83c6-25e161de8b1c&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
12,282140,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=9b91ad44-360a-4fd8-9189-1b381d42b611&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
12,282343,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=a7fdd133-0608-480f-b1aa-87a39658a8ae&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
12,211987,"https://ia802308.us.archive.org/26/items/stories_003_librivox/monkeys_paw_jacobs.mp3"
12,278638,"https://publicliterature.org/books/huckleberry_finn/xaa.php"
12,276286,"https://stattrek.com/online-calculator/binomial.aspx"
12,280951,"https://tutorial.math.lamar.edu/classes/alg/rationalexpressions.aspx"
12,278480,"https://www.bartleby.com/310/2/1.html"
12,282921,"https://www.bea.gov/"
12,247455,"https://www.chem.purdue.edu/404.html"
12,272399,"https://www.classzone.com/books/earth_science/terc/content/visualizations/es1903/es1903page01.cfm?chapter_no=visualization"
12,279233,"https://www.daypoems.net/poems/1900.html"
12,279157,"https://www.english.emory.edu/classes/paintings&amp;poems/longfellow.html"
12,279020,"https://www.learner.org/interactives/literature/read/theme1.html"
12,281000,"https://www.math-videos-online.com/graph-linear-inequalities.html"
12,273132,"https://www.mathopenref.com/similarsss.html"
12,250227,"https://www.mathopenref.com/triangle454590.html"
12,271161,"https://www.online-literature.com/coleridge/646/"
12,277735,"https://www.pbs.org/retired-site/"
12,275967,"https://www.pearson.com/us/higher-education.html"
12,130852,"https://www.provostacademy.com/faq.html#Q9"
12,281035,"https://www.purplemath.com/modules/polyadd.htm"
12,268164,"https://www.themathpage.com/Alg/perfect-square-trinomial.htm"
12,303393,"https://www.thoughtco.com/about-igneous-rocks-1438950"
12,278927,"https://www.usatoday.com"
12,217976,"https://www.warpoetry.co.uk/owen1.html"
11,280799,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=31f9ec51-3e76-4ba2-8fe6-ce8de014208d&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
11,280806,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=6b5cd4e2-cef6-4851-8f67-f6c6018f6237&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
11,279216,"https://en.wikipedia.org/wiki/Poetry_analysis"
11,278857,"https://staff.esuhsd.org/danielle/English%20Department%20LVillage/informational.html"
11,272112,"https://www.analyzemath.com/CircleEq/CircleEq.html"
11,270968,"https://www.bartleby.com/101/625.html"
11,254509,"https://www.bartleby.com/195/20.html"
11,304169,"https://www.explorelearning.com/index.cfm?method=ccorp.dsptest"
11,205261,"https://www.gutenberg.org/dirs/etext94/dgray10h.htm"
11,217976,"https://www.ibiblio.org/eldritch/hsun/hsun.htm#ahq"
11,304097,"https://www.jstor.org/"
11,292363,"https://www.landmarkcases.org/"
11,279416,"https://www.nobelprize.org/prizes/literature/1949/faulkner/speech/"
11,277586,"https://www.online-literature.com/crane/2540/"
11,278408,"https://www.online-literature.com/hawthorne/158/"
11,270771,"https://www.pagebypagebooks.com/Arthur_Conan_Doyle/The_Adventure_of_the_Dying_Detective/The_Adventure_of_the_Dying_Detective_p1.html"
11,274622,"https://www.purplemath.com/modules/absolute.htm"
11,268369,"https://www.purplemath.com/modules/exponent2.htm"
11,64304,"https://www.thoughtco.com/the-german-alphabet-1444644"
11,276088,"https://www.tibco.com/products/data-science"
11,271668,"https://www.world-waterfalls.com/"
10,279131,"https://art-bin.com/art/odisob.html"
10,130821,"https://aurora-institute.org/"
10,278060,"https://avalon.law.yale.edu/wwii/atlantic.asp"
10,278689,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=36da7023-736a-4a84-81bd-fecb9d830275&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
10,278989,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=72a6bc04-59fa-43b8-a0cd-001a3dc14e4a&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
10,282519,"https://en.wikipedia.org/wiki/Hyperinflation"
10,277051,"https://en.wikipedia.org/wiki/Western_schism"
10,272336,"https://ga.water.usgs.gov/edu/waterproperties.html"
10,280867,"https://ieer.org/resource/classroom/scientific-notation/"
10,280867,"https://janus.astro.umd.edu/cgi-bin/astro/scinote.pl"
10,259786,"https://l-adam-mekler.com/things-fall-apart.pdf"
10,278864,"https://lrs.ed.uiuc.edu/students/fwalters/cause.html"
10,304017,"https://poets.org/poem/romance-sonambulo"
10,303162,"https://poets.org/poem/weary-blues"
10,123980,"https://provostacademy.com/program_instruction.html"
10,247308,"https://wblrd.sk.ca/~chem30_dev/4_solutions/solution3_4.htm"
10,247200,"https://wps.prenhall.com/esm_hillpetrucci_genchem_4/0,8603,1078985-,00.html"
10,257588,"https://wqed.pbslearningmedia.org/"
10,280937,"https://www.aaamath.com/pro74b-propertiesmult.html"
10,130919,"https://www.act.org/content/act/en/products-and-services/the-act.html"
10,130919,"https://www.collegeboard.org/?student="
10,253941,"https://www.dalailama.com/messages/acceptance-speeches/nobel-peace-prize/nobel-peace-prize-nobel-lecture"
10,275231,"https://www.ehow.com/"
10,272708,"https://www.epa.gov/sites/production/files/signpost/cc.html"
10,304024,"https://www.google.com/slides/about/"
10,270966,"https://www.humanities.mcmaster.ca/~beowulf/main.html"
10,303351,"https://www.ibiblio.org/ipa/poems/walker/for_my_people.php"
10,220916,"https://www.interwise.com/support/PDF/82quickstart/QSC_Tests%20and%20Surveys_82.pdf"
10,220916,"https://www.interwise.com/support/userdocs_att82_main.html"
10,276088,"https://www.intmath.com/counting-probability/14-normal-probability-distribution.php"
10,303978,"https://www.jspell.com/checker/"
10,274699,"https://www.mathgoodies.com/lessons/vol7/order_operations.html"
10,250362,"https://www.mathwarehouse.com/geometry/circle/tangents-secants-arcs-angles.php"
10,209215,"https://www.mindtools.com/CommSkll/ActiveListening.htm"
10,276583,"https://www.nationalgeographic.com/magazine/"
10,278173,"https://www.nato.int/"
10,282039,"https://www.nhlbi.nih.gov/health/educational/lose_wt/BMI/bmicalc.htm"
10,278951,"https://www.nytimes.com/books/best-sellers/"
10,278682,"https://www.online-literature.com/poe/31/"
10,279164,"https://www.online-literature.com/poe/576/"
10,253870,"https://www.poemhunter.com/poem/the-swan-2/"
10,279013,"https://www.poetry-archive.com/b/thanatopsis.html"
10,130874,"https://www.provostacademy.com/community.html"
10,268185,"https://www.purplemath.com/modules/evaluate.htm"
10,268248,"https://www.purplemath.com/modules/fcntrans.htm"
10,273717,"https://www.purplemath.com/modules/graphlin.htm"
10,268872,"https://www.purplemath.com/modules/ineqgrph.htm"
10,275480,"https://www.purplemath.com/modules/investmt.htm"
10,268185,"https://www.purplemath.com/modules/lcm_gcf.htm"
10,281028,"https://www.purplemath.com/modules/vertq.htm"
10,235392,"https://www.rkm.com.au/ANIMATIONS/animation-electrical-circuit.html"
10,280621,"https://www.usa.gov/"
10,271515,"https://www.usask.ca/english/prufrock/prustart.htm"
10,271997,"https://www.usgs.gov/natural-hazards/earthquake-hazards/education"
10,250589,"https://www.varsitytutors.com/hotmath/learning_activities/geometry_activities.html"
10,275361,"https://www.wyzant.com/resources/lessons/math/algebra/slope/graph-worksheet"
9,282320,"https://aflcio.org/"
9,242979,"https://calendar.google.com/calendar/embed?src=pacol.provostacademy.com_hjv4ihvk26fipof8845p1dnhe0@group.calendar.google.com&amp;ctz=America/Denver;pvttk%3D37afbb89f753d2a179eb5dfb0ac3044e&amp;gsessionid=OK"
9,119702,"https://caola.caiu.org/Family.aspx"
9,119704,"https://caola.caiu.org/Faq.aspx"
9,247144,"https://catalog.flatworldknowledge.com/bookhub/2273?e=ball-ch04_s04"
9,277857,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=28a76056-f842-458b-a5b5-5e0bb30617db&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
9,279113,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=4574aaa9-ef9b-40ce-9e4d-484e3bf96a3f&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
9,277563,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=7c4f5093-e2eb-4a82-ad73-06ca9aaf0fac&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
9,239360,"https://cte.ed.gov/"
9,220862,"https://education.ti.com/en/products?bid=6"
9,282809,"https://en.wikipedia.org/wiki/Federal_Reserve_Act"
9,91192,"https://en.wikipedia.org/wiki/Pinyin"
9,279147,"https://en.wikipedia.org/wiki/Poem"
9,279147,"https://en.wikipedia.org/wiki/Poetry_terminology"
9,279169,"https://en.wikipedia.org/wiki/Robert_Frost"
9,281014,"https://en.wikipedia.org/wiki/Slope"
9,279192,"https://en.wikipedia.org/wiki/Sylvia_plath"
9,278074,"https://en.wikipedia.org/wiki/Winston_churchill"
9,256609,"https://illuminations.nctm.org/activitydetail.aspx?id=125"
9,279414,"https://jerz.setonhill.edu/writing/creative1/shortstory/"
9,303837,"https://literarydevices.net/"
9,284374,"https://owl.purdue.edu/owl/research_and_citation/apa_style/apa_formatting_and_style_guide/general_format.html"
9,242979,"https://pacolcompass.provostacademy.com/getting-started/videos-and-tip-sheets/"
9,282341,"https://poracldf.org/"
9,272272,"https://science.howstuffworks.com/nature/climate-weather/storms/noreaster.htm"
9,273141,"https://upload.wikimedia.org/wikipedia/commons/6/69/Drawing-a-circle-with-the-compasses.jpg"
9,276286,"https://users.rowan.edu/~schultzl/TI/binomial_StatI.pdf"
9,270566,"https://web.cn.edu/kwheeler/gram_clauses_n_phrases.html"
9,239414,"https://www.adobe.com/products/flashplayer.html"
9,282362,"https://www.ama-assn.org/"
9,277927,"https://www.bbc.co.uk/schools/0/ww1/25626530"
9,279216,"https://www.cliffsnotes.com/literature/a/american-poets-of-the-20th-century/how-to-analyze-poetry"
9,275307,"https://www.coolmath.com/algebra/Algebra1/06Lines/09_special.htm"
9,274713,"https://www.cypher.com.au/crypto_history.htm"
9,271801,"https://www.epa.gov/acidrain/"
9,247294,"https://www.graphpad.com/quickcalcs/molarityform.cfm"
9,270262,"https://www.gutenberg.org/ebooks/3825"
9,281892,"https://www.hhs.gov/fitness/programs-and-awards/presidents-challenge/index.html"
9,279445,"https://www.indiana.edu/~wts/pamphlets/thesis_statement.shtml"
9,280979,"https://www.math-videos-online.com/solve-compound-inequality.html"
9,281154,"https://www.mathopenref.com/congruentpolygons.html"
9,256623,"https://www.mathsisfun.com/geometry/prisms.html"
9,281091,"https://www.mathwarehouse.com/geometry/angle/parallel-lines-cut-transversal.php"
9,272154,"https://www.mathwarehouse.com/geometry/circle/inscribed-angle.php"
9,281014,"https://www.mathwarehouse.com/ordered-pairs/interactive-ordereded-pairs.html"
9,220188,"https://www.novelguide.com/"
9,282138,"https://www.nytimes.com/2001/01/18/us/norton-hearings-pose-test-for-bush-s-plan-change-policies-use-public-lands.html&amp;scp=2&amp;sq=senate+hearings+on+energy&amp;st=nyt"
9,241542,"https://www.ondemandinstruction.net/wp-content/uploads/2012/09/Novel-Project-Coming-of-Age-1A.pdf"
9,254515,"https://www.online-literature.com/maupassant/"
9,270690,"https://www.online-literature.com/wordsworth/995/"
9,130807,"https://www.provostacademy.com/faq.html#Q6"
9,130730,"https://www.psuonline.pdx.edu/learnstyle/page1.php"
9,268320,"https://www.purplemath.com/modules/radicals.htm"
9,281063,"https://www.purplemath.com/modules/solvelin.htm"
9,268108,"https://www.purplemath.com/modules/specfact.htm"
9,269459,"https://www.purplemath.com/modules/symmetry3.htm"
9,274769,"https://www.purplemath.com/modules/translat.htm"
9,271066,"https://www.sparknotes.com/college/admissions/page16.html"
9,274748,"https://www.thoughtco.com/calculate-simple-interest-principal-rate-over-time-2312105"
9,303467,"https://www.thoughtco.com/trade-winds-horse-latitudes-the-doldrums-1435362"
9,239362,"https://www.uis.edu/ion/resources/tutorials/instructional-design/learning-styles-and-the-online-environment/"
9,303454,"https://www.usgs.gov/special-topic/water-science-school/science/atmosphere-and-water-cycle"
9,280979,"https://www.varsitytutors.com/hotmath/help/gt/genericalg1/section_4_2.html"
9,282348,"https://www.washingtonpost.com/wp-dyn/content/article/2008/05/13/AR2008051302868.html"
9,275441,"https://www.wyzant.com/resources/lessons/math/algebra"
9,239350,"https://www.youtube.com/watch?v=kbhqu_-_trc&amp;feature=related"
8,280839,"https://avalon.law.yale.edu/18th_century/washing.asp"
8,119622,"https://caola.caiu.org/All-Courses.aspx"
8,253924,"https://cms.cerritos.edu/browse/browse.asp?WID=20040008&amp;DID=20050610"
8,282301,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=1566d9a9-dc83-46b6-a55b-dbb8df34e80e&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282238,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=1f6d99f3-6298-4052-8594-1d028b57d102&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282336,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=27ef4ebc-2dea-43a6-83af-51053a1ee61f&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,252358,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=2a9999d8-f7ee-40c0-8fa2-25cd013eb972&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282308,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=3206b5e2-de28-499b-8a57-3f897a21a8cd&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282357,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=472f7121-dd54-4fec-863f-e40ef03c5a73&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282252,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=4a25bfab-93d9-41fd-96a6-a970b1bc541f&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282147,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=4fd6c228-d691-4e5b-b070-090418aff1b1&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282217,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=66226878-30a4-449d-b65d-6beae9ff1550&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282266,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=672ec47f-6270-466c-ada8-a6d304af2a70&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282154,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=6a49fc6a-8894-4743-ad8b-5d4c3ee38a6a&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282315,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=6d3cc5a5-d0d3-4bf2-a1e2-ccb91575ac07&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282329,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=7c16af85-ce89-4205-9be2-09621b89c493&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282245,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=87901576-2b3f-4ece-9c1f-2fd7d9782b29&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
8,282224,"https://connect.discoveryeducation.com/index.cfm?&cdpartner=ba34-27gq&cduser=26da-9267&guidassetid=8fab3f68-a710-4416-a2ee-9f94b518028f&amp;cdPartner=BA34-27GQ&amp;cdUser=26DA-9267"
